No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
968,Murmele/Gittyup,https://github.com/Murmele/Gittyup,69,27,117,1599,79845,293,13,7,1800,182,45471916.23,45471916.23,6321095.13,3495875.35,203152.94,261015.89,54841.73,8/25/2019
969,CrowCpp/Crow,https://github.com/CrowCpp/Crow,167,58,387,3515,81736,82,14,14,1625,283,45438156.21,45438156.21,33699591.44,33699591.44,143661.73,261210.19,7730.57,8/10/2018
971,castano/nvidia-texture-tools,https://github.com/castano/nvidia-texture-tools,34,33,214,582,61908,19,6,3,1172,9,45306368.67,45306368.67,22100244.84,22100244.84,187963.1,235948.35,836442.0,3/14/2015
972,FirebirdSQL/firebird,https://github.com/FirebirdSQL/firebird,105,79,220,1269,251912,1744,67,32,57820,257,45197793.96,45197793.96,419353703.1,803532.06,188921.99,62482.21,6495.01,3/16/2016
974,WiseLibs/better-sqlite3,https://github.com/WiseLibs/better-sqlite3,57,51,399,5721,124733,77,14,96,1515,284,45108292.36,45108292.36,63613453.4,63613453.4,22914.26,434916.33,17347.37,9/7/2016
975,Andersbakken/rtags,https://github.com/Andersbakken/rtags,146,81,256,1828,25452,175,3,25,7658,13,45108131.0,45108131.0,8938108.02,7283001.32,8256.93,1285647.41,564017.1538,7/19/2011
979,Devsh-Graphics-Programming/Nabla,https://github.com/Devsh-Graphics-Programming/Nabla,39,15,59,511,1978857,74,36,15,12265,300,44927520.39,44927520.39,25142578.97,25142578.97,619458.94,29646.17,8331.68,5/29/2019
981,SuperElastix/elastix,https://github.com/SuperElastix/elastix,40,25,119,495,97857,53,24,5,4046,186,44766794.17,44766794.17,44765860.81,44765860.81,220420.88,115146.3,46751.81,5/17/2017
982,IfcOpenShell/IfcOpenShell,https://github.com/IfcOpenShell/IfcOpenShell,236,92,748,1914,275784,907,33,1468,16694,286,44723483.61,44723483.61,41151489.45,465826.37,359431.25,4585.55,2184.89,8/10/2015
983,leggedrobotics/darknet_ros,https://github.com/leggedrobotics/darknet_ros,22,49,1196,2252,134465,156,8,2,306,88,44517540.63,44517540.63,22076618.44,9357436.36,124772.2,1021113.17,90621.34091,3/31/2017
984,jurplel/qView,https://github.com/jurplel/qView,74,19,123,2146,10160,70,9,13,1575,220,44472977.78,44472977.78,124255836.5,124255836.5,62114.82,362422.87,32170.02,3/2/2018
985,digego/extempore,https://github.com/digego/extempore,68,78,127,1417,27112,54,5,10,5186,15,44448466.0,44448466.0,81791701.76,81791701.76,43994.44,1323585.35,505355.0,1/24/2011
986,microsoft/Windows-Machine-Learning,https://github.com/microsoft/Windows-Machine-Learning,57,73,445,1045,541204,8,14,15,1730,34,44339788.64,44339788.64,209354545.6,209354545.6,106202.64,610781.81,226716.2059,3/1/2018
987,abreheret/PixelAnnotationTool,https://github.com/abreheret/PixelAnnotationTool,10,46,307,1415,24970,20,3,8,126,24,44288771.33,44288771.33,24536454.05,24536454.05,706977.26,1518030.24,303516.0,10/3/2017
988,MediaArea/MediaInfo,https://github.com/MediaArea/MediaInfo,42,53,161,1448,24766,222,7,35,2433,295,44052431.0,44052431.0,24546066.38,4823948.53,96131.03,52902.08,12189.15,6/10/2014
989,openai/procgen,https://github.com/openai/procgen,8,141,211,1036,32051,15,3,12,75,29,44026187.0,44026187.0,9788743.933,9788743.933,915466.3867,915466.3867,222197.3448,11/22/2019
990,LADSoft/OrangeC,https://github.com/LADSoft/OrangeC,9,25,40,305,168955,111,2,31,5582,47,43850047.5,43850047.5,7502034.94,854493.67,266943.94,179433.19,129584.3404,5/24/2013
991,StanfordLegion/legion,https://github.com/StanfordLegion/legion,108,36,145,700,380717,494,15,30,23350,274,43760562.0,43760562.0,14541584.99,2214424.42,653180.42,20292.17,20785.07,11/17/2012
992,sasq64/chipmachine,https://github.com/sasq64/chipmachine,5,19,12,202,103097,27,2,9,528,2,43717639.5,43717639.5,23805522.7,23805522.7,37892.38,984434.45,31218.5,5/22/2013
993,WallBreaker2/op,https://github.com/WallBreaker2/op,11,12,175,478,119107,24,1,16,362,68,43685607.0,43685607.0,53756512.46,53756512.46,42363.53,843021.74,110614.75,12/31/2018
994,modm-io/modm,https://github.com/modm-io/modm,88,36,146,838,48369,27,39,16,6743,239,43619381.51,43619381.51,105830356.7,105830356.7,55271.89,163245.41,31517.45,12/27/2016
995,opentomb/OpenTomb,https://github.com/opentomb/OpenTomb,29,86,150,1409,37151,118,5,11,1349,31,43569691.4,43569691.4,8979052.54,9415744.42,109923.33,469073.72,242365.2258,4/8/2015
997,Haivision/srt,https://github.com/Haivision/srt,129,151,862,3172,15057,264,89,32,1942,240,43467264.83,43467264.83,24678352.05,4082395.03,77747.38,247930.58,12632.73,4/6/2017
999,boost-ext/sml,https://github.com/boost-ext/sml,58,77,181,1179,33445,162,5,13,1138,49,43189493.6,43189493.6,16837842.95,9152145.46,35264.01,1165169.82,154417.0612,12/5/2015
1000,cneben/QuickQanava,https://github.com/cneben/QuickQanava,26,67,235,1220,20585,27,5,6,1445,62,43023225.6,43023225.6,95624208.07,95624208.07,10471.45,120062.85,126618.9355,7/19/2015
1002,POV-Ray/povray,https://github.com/POV-Ray/povray,19,102,282,1387,192483,192,18,99,811,69,43009513.61,43009513.61,15440925.99,14489572.16,194050.57,1971812.99,114181.9565,11/6/2013
1003,XiaoMi/mace,https://github.com/XiaoMi/mace,69,229,822,4983,31811,56,6,12,3347,74,42762157.17,42762157.17,24327097.73,24327097.73,15881.37,814148.89,90169.63514,6/27/2018
1005,dail8859/NotepadNext,https://github.com/dail8859/NotepadNext,45,100,571,9450,19436,51,6,31,858,288,42669329.83,42669329.83,27993599.67,27993599.67,205082.83,273040.71,12779.21,11/27/2019
1006,OGRECave/ogre-next,https://github.com/OGRECave/ogre-next,278,47,238,1125,799279,114,16,17,14432,294,42577781.19,42577781.19,19502838.34,5231474.79,44283.78,42161.4,25778.04,9/1/2019
1007,zhongyang219/MusicPlayer2,https://github.com/zhongyang219/MusicPlayer2,6,49,388,4924,48928,481,4,25,2811,294,42562461.75,42562461.75,16137532.43,6034044.6,248705.87,23359.55,23199.84,8/9/2017
1009,typesense/typesense,https://github.com/typesense/typesense,46,131,672,21746,10809,620,10,32,4073,275,42457949.0,42457949.0,10457424.24,1228906.08,323899.35,92184.18,7620.34,1/18/2017
1010,pwsafe/pwsafe,https://github.com/pwsafe/pwsafe,124,36,152,747,131526,141,8,78,14566,236,42361443.38,42361443.38,22392762.91,1779085.4,125371.73,113201.28,27191.89,8/18/2015
1011,qdtroy/DuiLib_Ultimate,https://github.com/qdtroy/DuiLib_Ultimate,24,145,625,1447,282004,15,4,3,580,30,42297254.0,42297254.0,60862389.53,60862389.53,182205.09,1378414.27,228308.7667,6/10/2015
1014,PanosK92/SpartanEngine,https://github.com/PanosK92/SpartanEngine,25,72,191,2290,536064,22,1,14,5672,300,42012616.0,42012616.0,38938851.05,38938851.05,23467.89,10455.64,4428.17,6/18/2016
1015,facebook/watchman,https://github.com/facebook/watchman,385,258,1014,12868,32109,202,36,219,13049,285,41994856.56,41994856.56,5830872.64,7214349.51,93009.56,54649.16,14079.51,11/29/2012
1016,openitg/openitg,https://github.com/openitg/openitg,13,34,77,156,94220,17,4,1,544,2,41916040.0,41916040.0,32434661.65,32434661.65,282240.16,1239514.91,1394443.5,1/16/2011
1018,mhammond/pywin32,https://github.com/mhammond/pywin32,102,139,808,5141,49891,355,65,17,4834,285,41729389.48,41729389.48,461804841.0,4988518.02,65651.7,196419.94,9102.0,10/24/2017
1021,simbody/simbody,https://github.com/simbody/simbody,60,151,473,2357,256203,135,21,10,5010,142,41601832.1,41601832.1,8313180.51,7553850.11,116834.0,927851.21,53829.92,8/16/2013
1022,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,93,376,1090,25109,144274,4468,22,68,2047,285,41521801.73,41521801.73,12439380.77,314347.25,49214.88,174298.33,3273.14,3/13/2018
1023,yixuan/spectra,https://github.com/yixuan/spectra,19,37,131,761,34928,41,4,15,772,47,41483632.5,41483632.5,39252540.02,39252540.02,352452.12,1113316.66,152600.6596,9/10/2015
1024,BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,52,56,184,1941,43360,129,17,19,8208,16,41420498.12,41420498.12,4619706.52,2125425.04,27809.98,99473.38,474429.125,9/24/2018
1025,fortheusers/hb-appstore,https://github.com/fortheusers/hb-appstore,17,58,65,1131,10985,14,1,7,503,65,41320726.0,41320726.0,82878262.93,82878262.93,183126.18,739685.53,119665.8615,3/3/2018
1026,tfussell/xlnt,https://github.com/tfussell/xlnt,52,79,427,1519,15706,186,21,6,1716,68,41182846.76,41182846.76,3825580.25,14253562.31,443828.62,603949.69,116992.0294,5/6/2014
1027,AcademySoftwareFoundation/MaterialX,https://github.com/AcademySoftwareFoundation/MaterialX,93,94,360,1910,223174,139,27,28,1603,299,41162361.81,41162361.81,12023256.55,5645289.32,102878.78,92707.09,11730.56,7/5/2017
1028,pmq20/node-packer,https://github.com/pmq20/node-packer,5,78,199,3061,163340,90,10,20,939,3,41112016.2,41112016.2,2874438.533,2874438.533,21290.72,1068521.01,780536.6667,10/10/2016
1029,apache/incubator-pegasus,https://github.com/apache/incubator-pegasus,91,97,312,1990,128559,201,43,25,5853,241,40988021.42,40988021.42,25017995.55,2993939.21,17268.06,201918.21,19983.19,9/1/2015
1030,Qv2ray/Qv2ray,https://github.com/Qv2ray/Qv2ray,63,266,3263,16794,25558,44,6,49,3085,283,40879625.67,40879625.67,43037750.86,43037750.86,64527.54,1004648.97,32430.39,6/15/2019
1031,wang-bin/QtAV,https://github.com/wang-bin/QtAV,66,287,1510,4020,15029,519,8,5,3598,107,40842639.75,40842639.75,16487530.87,10018949.73,47866.17,1576010.37,71058.06,10/29/2012
1032,zxing-cpp/zxing-cpp,https://github.com/zxing-cpp/zxing-cpp,93,50,421,1357,251713,55,5,20,2387,297,40748505.6,40748505.6,47331956.25,47331956.25,307558.82,227286.47,16489.2,4/12/2016
1034,openxc/vi-firmware,https://github.com/openxc/vi-firmware,34,74,106,199,15344,62,6,17,3321,2,40328200.0,40328200.0,32583675.34,32583675.34,19901.1,458889.81,1293230.0,10/20/2011
1035,polyfem/polyfem,https://github.com/polyfem/polyfem,23,16,89,494,321586,31,8,1,5089,221,40278122.5,40278122.5,17407539.26,17407539.26,67430.77,93693.59,50199.62,8/30/2018
1036,hengli/camodocal,https://github.com/hengli/camodocal,21,59,390,1187,80915,54,2,3,200,24,40184071.5,40184071.5,5917282.667,5917282.667,669649.1,2256330.36,327087.6667,3/14/2013
1037,h2oai/h2o4gpu,https://github.com/h2oai/h2o4gpu,27,132,94,461,27892,145,10,8,2268,24,40168455.7,40168455.7,7263392.82,10577097.97,56319.29,1428398.08,165376.875,3/17/2017
1038,oracle/graaljs,https://github.com/oracle/graaljs,4434,67,195,1847,960376,126,7,34,77971,221,40015696.43,40015696.43,11748269.19,3566360.15,57429.98,38656.53,34903.66,4/17/2018
1039,freeminer/freeminer,https://github.com/freeminer/freeminer,1074,44,90,410,128141,60,3,8,17944,28,40005419.33,40005419.33,12988588.53,12988588.53,36883.24,48227.54,250759.6071,11/26/2013
1040,Kitware/TeleSculptor,https://github.com/Kitware/TeleSculptor,28,52,150,613,41600,35,7,26,5203,8,39893838.14,39893838.14,12150841.97,12150841.97,40741.39,242082.72,635391.875,5/14/2014
1041,nvdla/sw,https://github.com/nvdla/sw,8,65,195,491,383307,147,2,2,99,7,39888384.5,39888384.5,3966432.9,3966432.9,615806.1212,615806.1212,799935.7143,10/25/2017
1042,Bionus/imgbrd-grabber,https://github.com/Bionus/imgbrd-grabber,50,101,221,2632,31435,407,6,133,5482,243,39539377.17,39539377.17,4515026.82,6486037.04,64947.85,216798.74,5978.32,3/15/2015
1044,TheAssemblyArmada/Thyme,https://github.com/TheAssemblyArmada/Thyme,16,36,61,598,14423,209,45,1,1566,54,39368151.96,39368151.96,9260769.54,7822608.34,102993.56,419392.67,146677.9444,1/9/2017
1045,wojdyr/fityk,https://github.com/wojdyr/fityk,10,37,55,267,15811,23,4,6,1767,7,39231943.25,39231943.25,4698351.826,4698351.826,763630.72,2502135.89,602816.2857,11/22/2010
1046,Try/OpenGothic,https://github.com/Try/OpenGothic,36,44,89,1206,26676,93,5,25,2906,285,39214296.4,39214296.4,23164680.05,23164680.05,45201.52,115956.28,6324.28,1/11/2019
1047,secure-software-engineering/phasar,https://github.com/secure-software-engineering/phasar,59,30,142,952,125215,33,15,3,3185,136,39143735.33,39143735.33,67342867.39,67342867.39,109870.11,544316.54,77069.72,5/3/2018
1048,pixelmatix/SmartMatrix,https://github.com/pixelmatix/SmartMatrix,17,61,166,644,10419,44,12,10,1018,24,39048996.83,39048996.83,54720171.91,54720171.91,136085.48,802744.02,314609.625,4/15/2014
1049,meganz/MEGAsync,https://github.com/meganz/MEGAsync,46,92,283,1672,148189,566,25,247,15252,288,38859250.0,38859250.0,43315185.23,2812495.03,41957.6,48675.31,36084.69,2/10/2016
1050,OpenEnroth/OpenEnroth,https://github.com/OpenEnroth/OpenEnroth,34,36,87,730,1257687,129,9,1,6694,282,38828252.33,38828252.33,22842126.62,2287918.92,402354.37,38063.94,27645.37,12/4/2016
1052,TheCherno/Sparky,https://github.com/TheCherno/Sparky,10,158,224,1116,422632,38,12,1,122,25,38769677.17,38769677.17,13486535.13,13486535.13,354142.5,527579.78,269761.88,3/14/2015
1053,DayZMod/DayZ,https://github.com/DayZMod/DayZ,30,53,90,189,1283425,60,4,13,1907,8,38721369.5,38721369.5,76803358.88,76803358.88,510596.95,381929.71,561767.5,6/10/2013
1055,lifting-bits/remill,https://github.com/lifting-bits/remill,65,62,146,1331,10485,66,9,44,1060,52,38630703.44,38630703.44,37328950.82,37328950.82,67640.23,672380.55,140998.9038,10/22/2015
1056,wxFormBuilder/wxFormBuilder,https://github.com/wxFormBuilder/wxFormBuilder,74,97,385,2153,15288,208,14,13,3136,157,38622982.29,38622982.29,208163709.5,7635031.08,46715.93,133210.86,59627.58,9/1/2016
1057,h4tr3d/avcpp,https://github.com/h4tr3d/avcpp,23,26,87,470,45935,21,4,3,389,68,38568880.0,38568880.0,50937128.1,50937128.1,745727.21,1323657.75,104275.2647,11/1/2013
1058,timscaffidi/ofxVideoRecorder,https://github.com/timscaffidi/ofxVideoRecorder,11,12,97,233,12938,13,4,1,112,5,38536017.0,38536017.0,9496040.769,9496040.769,1286351.74,1526167.2,1221567.8,10/10/2011
1059,KlugerLab/FIt-SNE,https://github.com/KlugerLab/FIt-SNE,14,36,106,594,32822,18,2,4,222,2,38491824.0,38491824.0,10649096.33,10649096.33,239293.04,802331.82,184901.5,12/25/2017
1061,mikke89/RmlUi,https://github.com/mikke89/RmlUi,119,63,325,2994,19802,29,9,13,2521,278,38461579.56,38461579.56,62405928.55,62405928.55,434967.53,128801.52,25433.7,6/15/2018
1063,MailCore/mailcore2,https://github.com/MailCore/mailcore2,126,98,628,2626,39728,222,8,7,1937,40,38331324.38,38331324.38,3635618.28,8299249.98,71119.31,1996170.87,184539.225,1/9/2013
1069,clementgallet/libTAS,https://github.com/clementgallet/libTAS,35,23,57,503,10472,115,5,17,2486,72,37813800.4,37813800.4,13905171.57,8196161.78,321417.77,179171.02,82025.81944,3/15/2015
1070,machinezone/IXWebSocket,https://github.com/machinezone/IXWebSocket,74,13,181,572,15303,58,5,19,1397,63,37801991.0,37801991.0,13182979.6,13182979.6,86642.42,958419.43,122291.6825,9/27/2018
1073,yinqiwen/ardb,https://github.com/yinqiwen/ardb,23,127,277,1833,73105,69,5,11,1009,10,37698590.0,37698590.0,53535255.59,53535255.59,22527.94,479444.15,427748.1,3/27/2013
1075,cra-ros-pkg/robot_localization,https://github.com/cra-ros-pkg/robot_localization,73,55,906,1445,16350,66,13,16,1045,115,37557497.62,37557497.62,28675083.36,28675083.36,71326.23,1546266.57,68838.81,3/31/2014
1076,vgvassilev/cling,https://github.com/vgvassilev/cling,106,80,100,1779,20439,60,7,12,5300,17,37520709.86,37520709.86,11576621.95,11576621.95,33865.49,192490.89,338052.4706,1/27/2014
1077,Aircoookie/WLED,https://github.com/Aircoookie/WLED,300,334,3393,15702,61269,344,90,61,5375,285,37477422.41,37477422.41,21905228.32,471488.76,419988.86,20059.71,2268.29,12/20/2016
1078,GerbilSoft/rom-properties,https://github.com/GerbilSoft/rom-properties,10,30,37,503,136652,106,3,34,12000,221,37425846.67,37425846.67,15656513.76,4791056.62,10044.48,49170.43,57520.71,8/5/2017
1079,sidoh/esp8266_milight_hub,https://github.com/sidoh/esp8266_milight_hub,32,71,224,959,13833,131,7,137,902,243,37308562.0,37308562.0,5301152.44,6725882.17,47158.33,1652042.98,42533.65,1/27/2017
1081,google/draco,https://github.com/google/draco,66,221,979,6596,225519,121,22,26,631,146,37230355.0,37230355.0,22362015.02,6865659.03,196454.92,1222278.01,55355.77,12/5/2016
1082,simplefoc/Arduino-FOC,https://github.com/simplefoc/Arduino-FOC,45,75,549,2161,10594,64,13,25,1256,178,37173875.0,37173875.0,24318938.7,24318938.7,359459.93,80630.6,43993.06,3/4/2019
1083,OpenBoard-org/OpenBoard,https://github.com/OpenBoard-org/OpenBoard,103,87,440,2464,164470,306,49,30,4885,269,37068609.31,37068609.31,118054643.3,2332044.84,25803.13,995638.1,30882.79,10/12/2015
1084,approvals/ApprovalTests.cpp,https://github.com/approvals/ApprovalTests.cpp,22,18,53,320,12336,22,5,59,4289,27,37047317.4,37047317.4,59830746.5,59830746.5,1535020.04,290292.71,284182.4815,4/8/2013
1086,flyinghead/flycast,https://github.com/flyinghead/flycast,120,64,184,1596,102575,232,6,10,6589,263,36804795.83,36804795.83,18921191.65,1264017.05,10237.29,57926.91,15376.67,4/27/2018
1087,dropbox/lepton,https://github.com/dropbox/lepton,29,140,352,5008,54427,22,5,3,968,9,36804765.6,36804765.6,28886245.27,28886245.27,48652.05,1849545.43,836418.2222,7/13/2016
1088,mmatyas/pegasus-frontend,https://github.com/mmatyas/pegasus-frontend,10,42,124,1352,268598,131,3,28,1946,136,36723503.67,36723503.67,21813301.34,4906207.18,26817.41,842481.4,58289.18,4/30/2017
1090,uNetworking/uWebSockets.js,https://github.com/uNetworking/uWebSockets.js,44,120,586,8234,1321351,24,8,105,699,284,36613998.88,36613998.88,39369304.29,39369304.29,170178.92,170766.14,31067.13,7/27/2018
1091,PaulStoffregen/Audio,https://github.com/PaulStoffregen/Audio,46,96,411,1119,17379,76,55,4,1177,53,36430145.47,36430145.47,18229676.54,18229676.54,46764.75,1080023.48,145825.7736,1/5/2014
1092,tensorflow/io,https://github.com/tensorflow/io,110,42,291,715,53604,281,17,45,1690,216,36426476.18,36426476.18,8703396.25,5030057.14,255919.25,410558.57,33177.61,11/9/2018
1093,evaleev/libint,https://github.com/evaleev/libint,33,26,98,233,63835,39,15,42,2217,13,36359828.6,36359828.6,45013696.79,45013696.79,533196.6,272316.92,484534.6154,8/13/2013
1096,2shady4u/godot-sqlite,https://github.com/2shady4u/godot-sqlite,17,17,85,1005,385553,34,2,28,401,142,36300493.5,36300493.5,34311468.59,34311468.59,603182.3,631397.0,41417.22,3/12/2019
1097,smartmontools/smartmontools,https://github.com/smartmontools/smartmontools,33,31,176,607,10059,77,19,9,5272,249,36193314.89,36193314.89,11672699.01,11672699.01,13731.63,428297.37,35942.39,9/29/2017
1098,ultimatepp/ultimatepp,https://github.com/ultimatepp/ultimatepp,52,61,126,847,610180,23,9,8,15323,300,36141740.78,36141740.78,14364897.0,14364897.0,74979.92,26015.78,22595.72,10/5/2015
1099,ReactiveX/RxCpp,https://github.com/ReactiveX/RxCpp,73,163,396,3078,63094,90,8,6,957,49,36140621.75,36140621.75,10744261.27,10744261.27,331427.02,1611910.76,153926.8571,9/4/2013
1100,bigartm/bigartm,https://github.com/bigartm/bigartm,50,41,120,663,17619,126,12,30,1679,9,36037365.42,36037365.42,10019095.58,14817020.25,48195.9,718406.24,797461.5556,9/15/2014
1101,kahypar/kahypar,https://github.com/kahypar/kahypar,27,19,95,442,139681,28,2,9,3109,49,35988373.0,35988373.0,20654686.36,20654686.36,12906.14,1097902.88,157389.7347,9/23/2016
1103,eteran/edb-debugger,https://github.com/eteran/edb-debugger,40,121,327,2740,10116,79,3,7,3337,63,35721390.67,35721390.67,65583705.59,65583705.59,384311.51,592503.78,115655.3651,3/29/2015
1104,COVESA/vsomeip,https://github.com/COVESA/vsomeip,66,80,707,1149,13763,63,31,63,496,285,35657667.1,35657667.1,156097924.2,156097924.2,176915.54,176293.08,13315.09,9/16/2016
1105,keystone-engine/keystone,https://github.com/keystone-engine/keystone,77,84,461,2333,12497,209,23,6,793,67,35618551.09,35618551.09,2673939.65,12267123.41,8049.77,1526397.84,118591.1642,4/28/2016
1106,OtterBrowser/otter-browser,https://github.com/OtterBrowser/otter-browser,66,123,278,1847,70569,247,17,34,10395,149,35575184.06,35575184.06,10730423.05,6061496.46,142638.8,79567.56,50121.34,6/4/2013
1107,facebook/hermes,https://github.com/facebook/hermes,290,145,649,10041,99179,107,57,23,5501,265,35551853.65,35551853.65,25055899.94,2493985.7,14068.0,81504.13,20553.59,10/22/2018
1108,baidu/tera,https://github.com/baidu/tera,37,184,437,1892,16411,153,19,22,2252,7,35502802.79,35502802.79,3876264.91,3869799.47,307498.71,640281.79,979213.0,3/26/2014
1109,nlohmann/json,https://github.com/nlohmann/json,324,759,6833,44079,198972,66,59,44,4653,264,35473015.88,35473015.88,153132563.8,153132563.8,475254.39,405103.09,2540.75,7/4/2013
